"","location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"708","DE-RP","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.025,213,"COVID-19"
"709","DE-SH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.025,77,"COVID-19"
"710","DE-SL","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.025,20,"COVID-19"
"711","DE-SN","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.025,595,"COVID-19"
"712","DE-ST","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.025,184,"COVID-19"
"713","DE-TH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.025,449,"COVID-19"
"1312","DE","00-04",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,68,"COVID-19"
"1313","DE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,6074,"COVID-19"
"1314","DE","05-14",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,75,"COVID-19"
"1315","DE","15-34",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,489,"COVID-19"
"1316","DE","35-59",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,1504,"COVID-19"
"1317","DE","60-79",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,1986,"COVID-19"
"1318","DE","80+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,1922,"COVID-19"
"1319","DE-BB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,137,"COVID-19"
"1320","DE-BE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,203,"COVID-19"
"1321","DE-BW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,874,"COVID-19"
"1322","DE-BY","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,1409,"COVID-19"
"1323","DE-HB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,24,"COVID-19"
"1324","DE-HE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,433,"COVID-19"
"1325","DE-HH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,77,"COVID-19"
"1326","DE-MV","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,85,"COVID-19"
"1327","DE-NI","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,251,"COVID-19"
"1328","DE-NW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,1003,"COVID-19"
"1329","DE-RP","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,217,"COVID-19"
"1330","DE-SH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,77,"COVID-19"
"1331","DE-SL","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,20,"COVID-19"
"1332","DE-SN","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,599,"COVID-19"
"1333","DE-ST","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,185,"COVID-19"
"1334","DE-TH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.1,452,"COVID-19"
"1933","DE","00-04",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,69,"COVID-19"
"1934","DE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,6110,"COVID-19"
"1935","DE","05-14",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,77,"COVID-19"
"1936","DE","15-34",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,493,"COVID-19"
"1937","DE","35-59",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,1519,"COVID-19"
"1938","DE","60-79",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,2003,"COVID-19"
"1939","DE","80+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,1938,"COVID-19"
"1940","DE-BB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,138,"COVID-19"
"1941","DE-BE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,205,"COVID-19"
"1942","DE-BW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,881,"COVID-19"
"1943","DE-BY","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,1418,"COVID-19"
"1944","DE-HB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,24,"COVID-19"
"1945","DE-HE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,437,"COVID-19"
"1946","DE-HH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,79,"COVID-19"
"1947","DE-MV","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,86,"COVID-19"
"1948","DE-NI","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,252,"COVID-19"
"1949","DE-NW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,1013,"COVID-19"
"1950","DE-RP","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,220,"COVID-19"
"1951","DE-SH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,78,"COVID-19"
"1952","DE-SL","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,20,"COVID-19"
"1953","DE-SN","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,604,"COVID-19"
"1954","DE-ST","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,187,"COVID-19"
"1955","DE-TH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.25,456,"COVID-19"
"2554","DE","00-04",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,70,"COVID-19"
"2555","DE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,6151,"COVID-19"
"2556","DE","05-14",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,78,"COVID-19"
"2557","DE","15-34",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,500,"COVID-19"
"2558","DE","35-59",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,1539,"COVID-19"
"2559","DE","60-79",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,2025,"COVID-19"
"2560","DE","80+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,1962,"COVID-19"
"2561","DE-BB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,140,"COVID-19"
"2562","DE-BE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,208,"COVID-19"
"2563","DE-BW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,889,"COVID-19"
"2564","DE-BY","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,1430,"COVID-19"
"2565","DE-HB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,26,"COVID-19"
"2566","DE-HE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,442,"COVID-19"
"2567","DE-HH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,82,"COVID-19"
"2568","DE-MV","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,88,"COVID-19"
"2569","DE-NI","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,255,"COVID-19"
"2570","DE-NW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,1027,"COVID-19"
"2571","DE-RP","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,225,"COVID-19"
"2572","DE-SH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,80,"COVID-19"
"2573","DE-SL","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,20,"COVID-19"
"2574","DE-SN","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,610,"COVID-19"
"2575","DE-ST","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,190,"COVID-19"
"2576","DE-TH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.5,461,"COVID-19"
"3175","DE","00-04",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,72,"COVID-19"
"3176","DE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,6212,"COVID-19"
"3177","DE","05-14",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,81,"COVID-19"
"3178","DE","15-34",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,509,"COVID-19"
"3179","DE","35-59",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,1562,"COVID-19"
"3180","DE","60-79",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,2057,"COVID-19"
"3181","DE","80+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,1991,"COVID-19"
"3182","DE-BB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,143,"COVID-19"
"3183","DE-BE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,211,"COVID-19"
"3184","DE-BW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,899,"COVID-19"
"3185","DE-BY","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,1443,"COVID-19"
"3186","DE-HB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,27,"COVID-19"
"3187","DE-HE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,449,"COVID-19"
"3188","DE-HH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,86,"COVID-19"
"3189","DE-MV","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,90,"COVID-19"
"3190","DE-NI","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,258,"COVID-19"
"3191","DE-NW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,1048,"COVID-19"
"3192","DE-RP","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,231,"COVID-19"
"3193","DE-SH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,81,"COVID-19"
"3194","DE-SL","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,22,"COVID-19"
"3195","DE-SN","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,619,"COVID-19"
"3196","DE-ST","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,194,"COVID-19"
"3197","DE-TH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.75,467,"COVID-19"
"3796","DE","00-04",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,73,"COVID-19"
"3797","DE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,6276,"COVID-19"
"3798","DE","05-14",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,83,"COVID-19"
"3799","DE","15-34",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,517,"COVID-19"
"3800","DE","35-59",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,1586,"COVID-19"
"3801","DE","60-79",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,2093,"COVID-19"
"3802","DE","80+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,2021,"COVID-19"
"3803","DE-BB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,147,"COVID-19"
"3804","DE-BE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,214,"COVID-19"
"3805","DE-BW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,911,"COVID-19"
"3806","DE-BY","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,1456,"COVID-19"
"3807","DE-HB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,28,"COVID-19"
"3808","DE-HE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,457,"COVID-19"
"3809","DE-HH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,91,"COVID-19"
"3810","DE-MV","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,92,"COVID-19"
"3811","DE-NI","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,261,"COVID-19"
"3812","DE-NW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,1075,"COVID-19"
"3813","DE-RP","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,237,"COVID-19"
"3814","DE-SH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,83,"COVID-19"
"3815","DE-SL","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,24,"COVID-19"
"3816","DE-SN","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,628,"COVID-19"
"3817","DE-ST","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,198,"COVID-19"
"3818","DE-TH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.9,474,"COVID-19"
"4417","DE","00-04",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,76,"COVID-19"
"4418","DE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,6354,"COVID-19"
"4419","DE","05-14",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,86,"COVID-19"
"4420","DE","15-34",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,529,"COVID-19"
"4421","DE","35-59",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,1621,"COVID-19"
"4422","DE","60-79",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,2133,"COVID-19"
"4423","DE","80+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,2052,"COVID-19"
"4424","DE-BB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,153,"COVID-19"
"4425","DE-BE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,218,"COVID-19"
"4426","DE-BW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,925,"COVID-19"
"4427","DE-BY","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,1472,"COVID-19"
"4428","DE-HB","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,31,"COVID-19"
"4429","DE-HE","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,467,"COVID-19"
"4430","DE-HH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,96,"COVID-19"
"4431","DE-MV","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,96,"COVID-19"
"4432","DE-NI","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,267,"COVID-19"
"4433","DE-NW","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,1113,"COVID-19"
"4434","DE-RP","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,244,"COVID-19"
"4435","DE-SH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,88,"COVID-19"
"4436","DE-SL","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,25,"COVID-19"
"4437","DE-SN","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,645,"COVID-19"
"4438","DE-ST","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,207,"COVID-19"
"4439","DE-TH","00+",2021-11-17,2021-11-04,"-13 day ahead inc hosp","quantile",0.975,486,"COVID-19"
"47","DE","00-04",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,84,"COVID-19"
"48","DE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,6419,"COVID-19"
"49","DE","05-14",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,90,"COVID-19"
"50","DE","15-34",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,506,"COVID-19"
"51","DE","35-59",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,1598,"COVID-19"
"52","DE","60-79",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,2129,"COVID-19"
"53","DE","80+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,2032,"COVID-19"
"54","DE-BB","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,152,"COVID-19"
"55","DE-BE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,213,"COVID-19"
"56","DE-BW","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,934,"COVID-19"
"57","DE-BY","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,1523,"COVID-19"
"58","DE-HB","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,28,"COVID-19"
"59","DE-HE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,447,"COVID-19"
"60","DE-HH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,85,"COVID-19"
"61","DE-MV","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,83,"COVID-19"
"62","DE-NI","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,256,"COVID-19"
"63","DE-NW","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,1069,"COVID-19"
"64","DE-RP","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,247,"COVID-19"
"65","DE-SH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,79,"COVID-19"
"66","DE-SL","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,25,"COVID-19"
"67","DE-SN","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,617,"COVID-19"
"68","DE-ST","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,195,"COVID-19"
"69","DE-TH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","mean",NA,491,"COVID-19"
"668","DE","00-04",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,80,"COVID-19"
"669","DE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,6278,"COVID-19"
"670","DE","05-14",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,85,"COVID-19"
"671","DE","15-34",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,487,"COVID-19"
"672","DE","35-59",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,1537,"COVID-19"
"673","DE","60-79",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,2060,"COVID-19"
"674","DE","80+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,1966,"COVID-19"
"675","DE-BB","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,145,"COVID-19"
"676","DE-BE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,205,"COVID-19"
"677","DE-BW","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,909,"COVID-19"
"678","DE-BY","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,1487,"COVID-19"
"679","DE-HB","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,26,"COVID-19"
"680","DE-HE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,432,"COVID-19"
"681","DE-HH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,76,"COVID-19"
"682","DE-MV","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,80,"COVID-19"
"683","DE-NI","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,249,"COVID-19"
"684","DE-NW","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,1026,"COVID-19"
"685","DE-RP","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,232,"COVID-19"
"686","DE-SH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,75,"COVID-19"
"687","DE-SL","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,23,"COVID-19"
"688","DE-SN","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,598,"COVID-19"
"689","DE-ST","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,188,"COVID-19"
"690","DE-TH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.025,477,"COVID-19"
"1289","DE","00-04",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,82,"COVID-19"
"1290","DE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,6316,"COVID-19"
"1291","DE","05-14",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,86,"COVID-19"
"1292","DE","15-34",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,492,"COVID-19"
"1293","DE","35-59",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,1553,"COVID-19"
"1294","DE","60-79",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,2078,"COVID-19"
"1295","DE","80+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,1982,"COVID-19"
"1296","DE-BB","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,146,"COVID-19"
"1297","DE-BE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,207,"COVID-19"
"1298","DE-BW","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,916,"COVID-19"
"1299","DE-BY","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,1499,"COVID-19"
"1300","DE-HB","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,26,"COVID-19"
"1301","DE-HE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,436,"COVID-19"
"1302","DE-HH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,79,"COVID-19"
"1303","DE-MV","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,80,"COVID-19"
"1304","DE-NI","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,251,"COVID-19"
"1305","DE-NW","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,1036,"COVID-19"
"1306","DE-RP","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,236,"COVID-19"
"1307","DE-SH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,76,"COVID-19"
"1308","DE-SL","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,23,"COVID-19"
"1309","DE-SN","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,603,"COVID-19"
"1310","DE-ST","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,189,"COVID-19"
"1311","DE-TH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.1,481,"COVID-19"
"1910","DE","00-04",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,82,"COVID-19"
"1911","DE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,6358,"COVID-19"
"1912","DE","05-14",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,87,"COVID-19"
"1913","DE","15-34",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,497,"COVID-19"
"1914","DE","35-59",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,1571,"COVID-19"
"1915","DE","60-79",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,2097,"COVID-19"
"1916","DE","80+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,1999,"COVID-19"
"1917","DE-BB","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,148,"COVID-19"
"1918","DE-BE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,210,"COVID-19"
"1919","DE-BW","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,923,"COVID-19"
"1920","DE-BY","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,1510,"COVID-19"
"1921","DE-HB","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,26,"COVID-19"
"1922","DE-HE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,440,"COVID-19"
"1923","DE-HH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,81,"COVID-19"
"1924","DE-MV","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,82,"COVID-19"
"1925","DE-NI","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,252,"COVID-19"
"1926","DE-NW","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,1047,"COVID-19"
"1927","DE-RP","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,241,"COVID-19"
"1928","DE-SH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,77,"COVID-19"
"1929","DE-SL","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,24,"COVID-19"
"1930","DE-SN","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,609,"COVID-19"
"1931","DE-ST","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,192,"COVID-19"
"1932","DE-TH","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.25,485,"COVID-19"
"2531","DE","00-04",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.5,84,"COVID-19"
"2532","DE","00+",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.5,6410,"COVID-19"
"2533","DE","05-14",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.5,90,"COVID-19"
"2534","DE","15-34",2021-11-17,2021-11-05,"-12 day ahead inc hosp","quantile",0.5,504,"COVID-19"
