"","location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"905","DE-BB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,117,"COVID-19"
"906","DE-BE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,186,"COVID-19"
"907","DE-BW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,812,"COVID-19"
"908","DE-BY","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,995,"COVID-19"
"909","DE-HB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,32,"COVID-19"
"910","DE-HE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,338,"COVID-19"
"911","DE-HH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,64,"COVID-19"
"912","DE-MV","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,54,"COVID-19"
"913","DE-NI","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,204,"COVID-19"
"914","DE-NW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,911,"COVID-19"
"915","DE-RP","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,202,"COVID-19"
"916","DE-SH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,82,"COVID-19"
"917","DE-SL","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,21,"COVID-19"
"918","DE-SN","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,413,"COVID-19"
"919","DE-ST","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,103,"COVID-19"
"920","DE-TH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,287,"COVID-19"
"1519","DE","00-04",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,90,"COVID-19"
"1520","DE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,4847,"COVID-19"
"1521","DE","05-14",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,54,"COVID-19"
"1522","DE","15-34",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,510,"COVID-19"
"1523","DE","35-59",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,1294,"COVID-19"
"1524","DE","60-79",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,1512,"COVID-19"
"1525","DE","80+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,1410,"COVID-19"
"1526","DE-BB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,118,"COVID-19"
"1527","DE-BE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,186,"COVID-19"
"1528","DE-BW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,815,"COVID-19"
"1529","DE-BY","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,999,"COVID-19"
"1530","DE-HB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,32,"COVID-19"
"1531","DE-HE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,339,"COVID-19"
"1532","DE-HH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,65,"COVID-19"
"1533","DE-MV","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,54,"COVID-19"
"1534","DE-NI","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,204,"COVID-19"
"1535","DE-NW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,914,"COVID-19"
"1536","DE-RP","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,202,"COVID-19"
"1537","DE-SH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,83,"COVID-19"
"1538","DE-SL","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,21,"COVID-19"
"1539","DE-SN","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,414,"COVID-19"
"1540","DE-ST","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,103,"COVID-19"
"1541","DE-TH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.1,288,"COVID-19"
"2140","DE","00-04",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,90,"COVID-19"
"2141","DE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,4857,"COVID-19"
"2142","DE","05-14",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,54,"COVID-19"
"2143","DE","15-34",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,512,"COVID-19"
"2144","DE","35-59",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,1302,"COVID-19"
"2145","DE","60-79",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,1520,"COVID-19"
"2146","DE","80+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,1416,"COVID-19"
"2147","DE-BB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,118,"COVID-19"
"2148","DE-BE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,187,"COVID-19"
"2149","DE-BW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,818,"COVID-19"
"2150","DE-BY","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,1004,"COVID-19"
"2151","DE-HB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,33,"COVID-19"
"2152","DE-HE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,340,"COVID-19"
"2153","DE-HH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,66,"COVID-19"
"2154","DE-MV","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,54,"COVID-19"
"2155","DE-NI","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,205,"COVID-19"
"2156","DE-NW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,918,"COVID-19"
"2157","DE-RP","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,204,"COVID-19"
"2158","DE-SH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,83,"COVID-19"
"2159","DE-SL","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,21,"COVID-19"
"2160","DE-SN","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,415,"COVID-19"
"2161","DE-ST","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,104,"COVID-19"
"2162","DE-TH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.25,290,"COVID-19"
"2761","DE","00-04",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,92,"COVID-19"
"2762","DE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,4870,"COVID-19"
"2763","DE","05-14",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,55,"COVID-19"
"2764","DE","15-34",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,516,"COVID-19"
"2765","DE","35-59",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,1311,"COVID-19"
"2766","DE","60-79",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,1528,"COVID-19"
"2767","DE","80+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,1428,"COVID-19"
"2768","DE-BB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,118,"COVID-19"
"2769","DE-BE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,188,"COVID-19"
"2770","DE-BW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,824,"COVID-19"
"2771","DE-BY","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,1013,"COVID-19"
"2772","DE-HB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,34,"COVID-19"
"2773","DE-HE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,343,"COVID-19"
"2774","DE-HH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,67,"COVID-19"
"2775","DE-MV","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,55,"COVID-19"
"2776","DE-NI","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,206,"COVID-19"
"2777","DE-NW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,922,"COVID-19"
"2778","DE-RP","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,206,"COVID-19"
"2779","DE-SH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,83,"COVID-19"
"2780","DE-SL","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,21,"COVID-19"
"2781","DE-SN","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,416,"COVID-19"
"2782","DE-ST","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,104,"COVID-19"
"2783","DE-TH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.5,292,"COVID-19"
"3382","DE","00-04",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,92,"COVID-19"
"3383","DE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,4935,"COVID-19"
"3384","DE","05-14",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,56,"COVID-19"
"3385","DE","15-34",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,523,"COVID-19"
"3386","DE","35-59",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,1320,"COVID-19"
"3387","DE","60-79",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,1548,"COVID-19"
"3388","DE","80+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,1446,"COVID-19"
"3389","DE-BB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,119,"COVID-19"
"3390","DE-BE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,190,"COVID-19"
"3391","DE-BW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,832,"COVID-19"
"3392","DE-BY","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,1024,"COVID-19"
"3393","DE-HB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,34,"COVID-19"
"3394","DE-HE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,348,"COVID-19"
"3395","DE-HH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,69,"COVID-19"
"3396","DE-MV","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,56,"COVID-19"
"3397","DE-NI","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,208,"COVID-19"
"3398","DE-NW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,938,"COVID-19"
"3399","DE-RP","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,212,"COVID-19"
"3400","DE-SH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,84,"COVID-19"
"3401","DE-SL","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,22,"COVID-19"
"3402","DE-SN","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,420,"COVID-19"
"3403","DE-ST","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,106,"COVID-19"
"3404","DE-TH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.75,294,"COVID-19"
"4003","DE","00-04",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,94,"COVID-19"
"4004","DE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,4975,"COVID-19"
"4005","DE","05-14",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,57,"COVID-19"
"4006","DE","15-34",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,530,"COVID-19"
"4007","DE","35-59",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,1332,"COVID-19"
"4008","DE","60-79",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,1570,"COVID-19"
"4009","DE","80+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,1466,"COVID-19"
"4010","DE-BB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,122,"COVID-19"
"4011","DE-BE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,192,"COVID-19"
"4012","DE-BW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,842,"COVID-19"
"4013","DE-BY","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,1034,"COVID-19"
"4014","DE-HB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,36,"COVID-19"
"4015","DE-HE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,354,"COVID-19"
"4016","DE-HH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,72,"COVID-19"
"4017","DE-MV","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,57,"COVID-19"
"4018","DE-NI","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,209,"COVID-19"
"4019","DE-NW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,958,"COVID-19"
"4020","DE-RP","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,216,"COVID-19"
"4021","DE-SH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,86,"COVID-19"
"4022","DE-SL","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,22,"COVID-19"
"4023","DE-SN","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,424,"COVID-19"
"4024","DE-ST","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,108,"COVID-19"
"4025","DE-TH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.9,298,"COVID-19"
"4624","DE","00-04",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,97,"COVID-19"
"4625","DE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,5014,"COVID-19"
"4626","DE","05-14",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,59,"COVID-19"
"4627","DE","15-34",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,540,"COVID-19"
"4628","DE","35-59",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,1352,"COVID-19"
"4629","DE","60-79",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,1602,"COVID-19"
"4630","DE","80+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,1494,"COVID-19"
"4631","DE-BB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,124,"COVID-19"
"4632","DE-BE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,195,"COVID-19"
"4633","DE-BW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,852,"COVID-19"
"4634","DE-BY","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,1048,"COVID-19"
"4635","DE-HB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,37,"COVID-19"
"4636","DE-HE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,359,"COVID-19"
"4637","DE-HH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,76,"COVID-19"
"4638","DE-MV","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,60,"COVID-19"
"4639","DE-NI","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,212,"COVID-19"
"4640","DE-NW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,986,"COVID-19"
"4641","DE-RP","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,221,"COVID-19"
"4642","DE-SH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,90,"COVID-19"
"4643","DE-SL","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,24,"COVID-19"
"4644","DE-SN","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,432,"COVID-19"
"4645","DE-ST","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,112,"COVID-19"
"4646","DE-TH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.975,304,"COVID-19"
"254","DE","00-04",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,92,"COVID-19"
"255","DE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,5214,"COVID-19"
"256","DE","05-14",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,62,"COVID-19"
"257","DE","15-34",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,538,"COVID-19"
"258","DE","35-59",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,1395,"COVID-19"
"259","DE","60-79",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,1643,"COVID-19"
"260","DE","80+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,1550,"COVID-19"
"261","DE-BB","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,120,"COVID-19"
"262","DE-BE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,210,"COVID-19"
"263","DE-BW","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,893,"COVID-19"
"264","DE-BY","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,1051,"COVID-19"
"265","DE-HB","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,33,"COVID-19"
"266","DE-HE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,361,"COVID-19"
"267","DE-HH","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,70,"COVID-19"
"268","DE-MV","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,56,"COVID-19"
"269","DE-NI","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,232,"COVID-19"
"270","DE-NW","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,994,"COVID-19"
"271","DE-RP","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,223,"COVID-19"
"272","DE-SH","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,85,"COVID-19"
"273","DE-SL","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,18,"COVID-19"
"274","DE-SN","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,444,"COVID-19"
"275","DE-ST","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,124,"COVID-19"
"276","DE-TH","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","mean",NA,328,"COVID-19"
"875","DE","00-04",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,89,"COVID-19"
"876","DE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,5161,"COVID-19"
"877","DE","05-14",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,60,"COVID-19"
"878","DE","15-34",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,528,"COVID-19"
"879","DE","35-59",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,1368,"COVID-19"
"880","DE","60-79",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,1614,"COVID-19"
"881","DE","80+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,1518,"COVID-19"
"882","DE-BB","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,119,"COVID-19"
"883","DE-BE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,206,"COVID-19"
"884","DE-BW","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,878,"COVID-19"
"885","DE-BY","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,1031,"COVID-19"
"886","DE-HB","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,31,"COVID-19"
"887","DE-HE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,354,"COVID-19"
"888","DE-HH","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,66,"COVID-19"
"889","DE-MV","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,55,"COVID-19"
"890","DE-NI","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,229,"COVID-19"
"891","DE-NW","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,976,"COVID-19"
"892","DE-RP","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,216,"COVID-19"
"893","DE-SH","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,83,"COVID-19"
"894","DE-SL","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,18,"COVID-19"
"895","DE-SN","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,439,"COVID-19"
"896","DE-ST","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,122,"COVID-19"
"897","DE-TH","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.025,322,"COVID-19"
"1496","DE","00-04",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,90,"COVID-19"
"1497","DE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,5172,"COVID-19"
"1498","DE","05-14",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,60,"COVID-19"
"1499","DE","15-34",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,530,"COVID-19"
"1500","DE","35-59",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,1376,"COVID-19"
"1501","DE","60-79",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,1620,"COVID-19"
"1502","DE","80+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,1524,"COVID-19"
"1503","DE-BB","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,119,"COVID-19"
"1504","DE-BE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,207,"COVID-19"
"1505","DE-BW","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,881,"COVID-19"
"1506","DE-BY","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,1036,"COVID-19"
"1507","DE-HB","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,32,"COVID-19"
"1508","DE-HE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,355,"COVID-19"
"1509","DE-HH","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,67,"COVID-19"
"1510","DE-MV","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,55,"COVID-19"
"1511","DE-NI","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,230,"COVID-19"
"1512","DE-NW","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,979,"COVID-19"
"1513","DE-RP","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,218,"COVID-19"
"1514","DE-SH","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,84,"COVID-19"
"1515","DE-SL","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,18,"COVID-19"
"1516","DE-SN","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,440,"COVID-19"
"1517","DE-ST","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,122,"COVID-19"
"1518","DE-TH","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.1,324,"COVID-19"
"2117","DE","00-04",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,90,"COVID-19"
"2118","DE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,5183,"COVID-19"
"2119","DE","05-14",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,60,"COVID-19"
"2120","DE","15-34",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,532,"COVID-19"
"2121","DE","35-59",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,1384,"COVID-19"
"2122","DE","60-79",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,1628,"COVID-19"
"2123","DE","80+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,1530,"COVID-19"
"2124","DE-BB","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,119,"COVID-19"
"2125","DE-BE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,208,"COVID-19"
"2126","DE-BW","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,883,"COVID-19"
"2127","DE-BY","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,1040,"COVID-19"
"2128","DE-HB","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,32,"COVID-19"
"2129","DE-HE","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,357,"COVID-19"
"2130","DE-HH","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,68,"COVID-19"
"2131","DE-MV","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,56,"COVID-19"
"2132","DE-NI","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,231,"COVID-19"
"2133","DE-NW","00+",2021-11-17,2021-10-28,"-20 day ahead inc hosp","quantile",0.25,983,"COVID-19"
